sent,label
when it come to music i really love to use this application very much good ðÿ‘,positive
"it provides best music quality than any other app, as it is more essential for good music experience. it has millions of songs and podcasts. so just enjoy listening music on spotify. ðÿ˜‰â˜º",positive
enjoy listening to my favourite old songs,positive
"i've been paying for my premium only for me not to enjoy adds free and download,really disappointed",negative
"let me stop autoplay when connecting to car bluetooth! it's not accessible. i want to hear my gps without having to pause playback multiple times. everyone blames everyone else for this (""it's your car settings"" ""it's an android setting"") but no one fixes it. google apps can toggle ""allow external devices to start playback"" but that doesn't fix spotify. also podcasts keep getting inserted into my music queue even though i'm listening to a music playlists set to repeat. keep them separate.",negative
"i'm sick of it, spotify, please stop adding songs to play lists. i get. you want us to try something new but it's getting annoying",negative
"i don't know what is wrong with the app, it was fine till i updated my phone software. it is okay if i listening through my laptop, i think the trouble was not my account but the app itself. i rely on spotify to listening music. i hope i can still use the app by phone since i use the app most of the time in it.",negative
the app requires updates too frequently. for the cost it should be more reliable.,negative
love my spotify app!!,positive
"went over to amazon music, complete trash, it was like a wish purchase compared to this",negative
"i like this app very much , but my only problem is that : i think it's very stupid that you have to skip to your favorite song and also that your song that you search is shuffled with other songs!!!!!!",negative
i am a die hard spotify fan... but with the new update. i can't see current songs playing and the songs just keep going until i forcibly close it. kinda sucks.,negative
"personalized listening experiences, i love the collaborative playlists!",positive
rubbish i don't know if it updated or something but you can't play a specific song anymore,negative
"not much interested, getting lots of advertisements",negative
"edited: reading through the reviews, just wondering has this company been sold to a venture capitalist? everyone's mad at u guys. i'm sorry, i usually don't do this, but i have to edit my excellent rating i gave this app. last few days have just been really bad. right now i can't see my currently playing song. my queued up songs and that's making it difficult to use the app. kindly correct this and i'm happy to return my previous excellent rating. thanks . . . . . . simply awesome ðÿ˜šðÿ‘œðÿ¿",negative
"love spotify generally, but reading reviews i've been suffering a problem that many others are experiencing. function bar disappearing, not allowing me to pause etc, also affects pausing using my headphones. music keeps stopping on its own accord. it is so frustrating!!!",negative
"computer version is much better and has a repeating option. on phone app it doesn't work. you can pick the song you wanna hear instead of random, unlike the app",negative
"there are sooo many problems with spotify, maybe because i use an android but it keeps on saying that there are connection problems and not letting me access anything, please find a way to allow other android users to make full use of this app",negative
i am facing issue with the app as my wifi and data everything is working it still shows you are offline everytime. i tried troubleshooting but nothing happens.,negative
my favourite music streaming platform!,positive
love it. great selections very extensive library found a lot of my favorites.,positive
much more reliable than amazon prime music and a far bigger choice of music,positive
so much good music app good performance and my favourite song is sigma,positive
the ads are disturbing but the overall experience is nice,positive
my dudes i love you but i now cant listen to music when my phones locked. please fix and ill change rating,negative
"terrible experience for listening to podcasts, it never remembers last played position of a podcast, it doesn't sink between devices..i.e. my computer and phone.",negative
"laggy, not as good as it was previous versions. i'm not a fan of the new changes, plus it won't let access songs when i'm offline, when half the time i'm just on cellular. edit: still having the same problems since may 2022...why have none of the updates fixed these basic problems? i've mostly switched to a different podcast player, but still looking for a good alternative music player.",negative
excellent app - can find almost anything,positive
"it's a great app for listening music, i have playlists i've made as profile cheetah345 with probably thousands of songs. i have few complaints other than the fact that premium is just expensive enough that as a teenager with not much income i can't afford to spend that much. unfortunately you are pushing a political agenda with ads that i am sick of. every time i listen anymore every single ad is for pro gay junk. i don't want ads for that. it's gotten so bad i can't even use this app anymore",positive
i build lists of the music i love and explore new music without limits. this is my best music buy in years.,positive
me and my daughter love spotify it's one of our most used apps,positive
i really like this app i can find music i haven't heard in decades man i can listen for hours thanks for having a damn good app,positive
"play bat keeps disappearing. can't pause/play or change the song. sometimes it won't even play a song after selecting it multiple times. constantly freezing, can't even pause with my headphones when that happens. i have to completely close the app and restart it for it to start working.",negative
such a rubbish app lots of advertisements i m going to uninstall this app ..,negative
just had to sit through 6 adds straight as a free user only to it to play a completely different song than the one i clicked on.,negative
this app is a god damn mess. i pay for glinches apparently.,negative
every time i want to listen to my fave songs i can listen to a few but after like 5 songs it changes to a totally other song,negative
when are they going to fix the broken dowload/offline working of spotify.,negative
great ðÿ‘ and i look forward to your new drama and the great news ðÿ˜€ ðÿ‘ ðÿ˜„ ðÿ˜š ðÿ™œ,positive
"i found this app was intresting. easy to use... urge to improve: i use lyrics as full screen, then i switched on another app. when songs changed, i switched back. lyrics's screen turn to error, keep showing prev lyric.",negative
could not function with my music! great app,negative
best music streaming app ever! ðÿ‘œðÿ‘,positive
great app brilliant music the best,positive
its a very nice app...with interesting songsðÿ¥°ðÿ¥°just try it,positive
i'm new to this spotify and i really like it,positive
always there are bugs and glitches it always exit the app when i lock my screen,negative
other music apps have an offline feature where it allows you to download some certain music for free but it's otherwise here .,negative
spc 3008roblox yes we can do that for you and the family have car roblox i have to be in touch with you to see what you look and see what i have a few questions about your free time to get a new phone and i will be there in touch to let you can get a hold of the sky is not a good,negative
works great. and actually helps me find new artist,positive
"the latest update ruined it. crashes, controls disappear, won't switch to online after offline, and more.",negative
i love spotify. i can find anytjing i want to liaten to. they have any genre i want or if i want a podcast they have it!,negative
the app is amazing but the newest update has been quite annoying. when i'm trying to play my playlist it always goes to some recommended songs which i can't skip.,negative
"i love this app, but if feels like it will never improve... sometimes it just glitches and refuses to play and you have to exist and enter again... if you try to listen at the same time with friends there's a delay between when you hear the song and they do... even to this day they haven't brought listening activity to mobile... like just have it as a tab that you can open if you want to... there are so many things they could add, but they just don't... such a shame...",negative
very good app all genres and era of music gave 4 stars not that there is an issue just that there is always room for some unknown improvement,positive
omg ðÿ˜ðÿ˜my fav app ever. it has really good qualityðÿ’‹ðÿ¥‚,positive
"clearly, this is an amazing app qith the best quality, the only thing i dont pike is that they dont offer all songs, but mist every app has this situation or maybe a worse one. so please, go ditch ur pandora and join spotify, it ia so worth it.",positive
i have lost the ability to pause and skip songs on the app.,negative
my favorite app for music 100%,positive
been using it for years. never had any problems. pretty good library.,positive
i really love to listen to my music i love,positive
i enjoy every music from spotify,positive
does the touch of my hand work? i can't change the song? an annoying app.,negative
great app find all songs i like and new ones but tired of being double charged for the premium package about to uninstall,negative
"it's a very good app for music...loved it a lot.. but today when i'm trying to open the app it's not working even after reinstallation, it's still not opening. please fix the glitch",negative
this is fantastic app for old and newsing for singing,positive
the 'what's playing' facility has disappeared. the most basic feature - gone. not good enough.,negative
"i love your music ..thank you so much for sharing this ,great job..",positive
excellent music app,positive
works but feels rough and clitchy. unbelievable that such a big brand like spotify cannot make an app thats well intrgrated with a premium android device. this should be a aaa title. i'm using galaxys20 and constantly have issues with simple stuff. like pausing the music or controlling the app through galaxybuds. often freezes and music stays playing in the background with no way of turning it off other than hard closing the app. andoidauto experience is even worse.,negative
"thanks for dumping all my downloads without even telling me! appreciate that! i also love how when i don't have cellular reception, you won't let me play the podcasts that i already downloaded. i also love how as time goes on the more glitchy and unreliable the app becomes. thanks for letting me down, spotify!",negative
not happy with the hey spotify thing. i don't like it taking away my control while i'm in a vehicle.....or maybe this is just a bug.,negative
logedin on my family premium plane to listen to music on plan flight and loged out wen u landed and i now just can't get in i have uninstalled it 3 times and it won't work,negative
lots of good music but lots of adds,positive
continually riddled with issues. currently it will just quit playing on me. it does not seem like spotify truly cares about customers through my experience i have continually felt ignored in that the issues are generally left unresolved for an excessive amount of time... awesome to know it wasn't just my device because i just upgraded to the s22 ultra and the issues are still here with liked song filters like i've complained about for months,negative
"the music options are great, podcasts are great, but functionally it doesn't work half the time. you play a song and there is a bug that causes the app not to show the pause and play buttons. they don't reappear until i restart my phone. have to force close the app to stop playing anything. can't skip any songs. really an app breaking bug.",negative
better than the other satellite radio station offered. i like that you can customize your music. i have the premium subscription with no advertising great option.-,negative
"this app is great, if you are reading this you definitely need to download it",positive
still garbage. if i wasn't so deep into creating my library using spotify i would use a different app. constantly have to redownload everything for absolutely no discernable reason. app closed and reopened? guess you're downloading your entire library for the third time this week.,negative
"i prefer free coz it always drive me crazy when i m choosing e wallet payment methode, gopay or telkomsel, all the same...",negative
"i'm giving this two stars for no other reason that spotify intentionally screws over desktop users by denying them important features which are only on the app. why can't i block artists on desktop? why force me to use the app? i'd use it anyway, but making me have to is just kinda butts.",negative
i pay money for this every month and it is garbage. i've loved spotify for years. now they can't get it right. i'm seriously about to end my subscription and switch.,negative
"this is mony app no install this app, wink is best and gana is best appðÿ˜’ðÿ˜’",positive
doesn't go past the loading page,negative
the free trial is great and when thats over there are only a few adds that x o me between you are your music.ðÿ˜ðÿ˜šðÿ‘œðÿ¤œðÿ¤ÿðÿ‘,positive
"wow many song dj, rock,romantic, wow this is so super app",positive
"i've been using youtube music for 3 years but a few days ago i bought spotify premium edition to see which one is better, to be honest spotify has better playlists so it's a better app to find your new songs that you like but youtube music has a part that mixes songs for you but it changes every week so i think it's not good as spotify is, but to be honest again youtube music has a better design for its app and if you won't spend money for music application youtube music's free edition is better",negative
"worst audio quality in the market. it's more a social network, if you really like music this is not your app.",negative
everything's fine about spotify but the shuffle option often repeats tracks. please improve shuffle option,positive
very poor when offline,negative
"this app is the best music app i have ever seen but there are some covers which are not here like ""sure thing"" by blackpink and ""clarity"" by jisoo...pls update those in the app...other then this everything is awesome â¤ï¸â¤ï¸â¤ï¸",positive
i used this and it was the best app for music,positive
crashes on android everytime i go full screen. i thought this was a mature app? where is quality control?,positive
"app is terrible. it always errors out, crashes, fails to display a toggle bar for whatever you are listening to in order to pause or skip ahead. how can such a big company have such an awful platform.",negative
it's easy to safe and play my favorite tunes. i have been able to hear and save everything that i requested to listen to.,positive
app is good but had lot of trouble logging in once logged out,negative
i've been using spotify since i first started using a phone. i can bear with the ads and everything but for some reason recently the music would just stop when i went to other apps and i'd have to start the song from the beginning again. it happened a couple times and i thought that it's okay but it's been happening so much recently its really getting on my nerves,negative
ads are more i am not interested in this app i am deleting it,negative
love using spotify for whatever i like to listen to. everything about it is amazing!! no faults.,positive
spotify continues to surprise me with the depth of music available - always uplifts my day!,positive
"love the app, have had it for years, but i just got a new phone (galaxy s22), and since then when i use spotify, my queue doesn't pop up when i start listening, i can't pause or go back and forward in any podcast or song/playlist. obviously this is annoying if you want to check how long is left on a podcast or song, or missed something that was said now can't hear again without starting over, or worse needing to pause for a variety of reasons. please fix",negative
user friendly and makes good suggestions,positive
"highly recommended. mostly all the songs available, but, i wish there was some sort of thing in which we could request the songs we wanted to have but, overall it's actually way more better than any other music streaming app i've ever used. the ads are just a misconception. the ads are never too much or back to back. they come occasionally which i guess is pretty tolerable for anyone who's not using the premium. keep up with the good job.",positive
easy to use able to find the music i enjoy,positive
"the app will not even open anymore. i logged out and since then it stays at the loading screen. i've tried reinstalling the app, restarting my phone, even tried waiting it out. nothing. just a big logo that never goes away.",negative
good application for listening music and podcast,positive
"it's a fun app, lots of diversity options.",positive
"i am seriously considering looking for another music streaming aap. for weeks player keeps vanishing. can't control this aap, pause or stop playing. it's not free application. this is ridiculous.",negative
this is a very good service for laptops and desktops but the new updates are totally ruining the experience for mobile users and making it horrible. there used to be a kebab menu (three dots) icon whenever you searched a song which allowed you to add it to a playlist directly. now you must play the song before adding it to a playlist because the three dots disappeared. also mobile users don't have the option of rearranging the songs on a playlist. please resolve these issues asap.,negative
compare as ganna spotify is 10000%best i really love it !! best app,positive
just let me view the creators songs not recommended songs. it's so annoying.,negative
"an offline version should be developed, meanwhile the app is nice,appreciated.",positive
there is a 30 second advertisement after each song and it is very irritating.,negative
cut the ads good ...........ðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥ºðÿ¥º,positive
"wayyy to restricting! this app annoys me because its literally forcing me to buy premium. i shuffle in my playlist and it plays a completely different song i havent put in my playlist its so annoying that i have to shuffle in order to get the song i want to play cause if i click a song, it doesn't even play it. i dont even get the song i wanna play! i only get 6 skips per hour and the updates they make are a huggeee downgrade. im done with this app.",negative
"i only really use this app for podcasts. i still don't understand why it will stop my current episode and then go to a random one. it's very annoying, happens daily.",negative
the suggestion according to my mood is amazing.,positive
it did work at first then after a bit it started to play up i tryed unstalling it and installing it again and again and it still wouldn't work i really enjoy the app its just playing up so i just stoped using it,negative
best streaming online music app.,positive
i don't know if a bug or not u can open the app but just the logo that u can see i bin waiting for hours bat i can go to the app,negative
"queue does not work, it seems it only queues the last song you added to the queue.",negative
recently the app just seems to randomly stop and start playback. often i have to restart the app because none of the playback tools work (it seems to be stuck on playing something) and this playback continues across everything else.,negative
this app is useless! so many times listening a podcasts and suddenly stopped and can't play it back until restart my phone and so many other issues that u don't expect from a company that big shame on you spotify really.,negative
it gives me a different song instead of playing what i wanted.,negative
this app sucks bcs the bug pls fix it when i tried to play something but the song is wrong,negative
application isn't working with wifi,negative
"i just love this app!! it is the absolute ðÿ’¯ best music streaming service!! it allows you to create your own playlist and will make one for you according to your taste. and has all the oldies, 80's, 90's and many genres of music. let's you get up close with the artist without all these hidden fees and agenda!! and absolutely no commercials which makes me extremely happy!! now if we could stream our favorite artist on tour or in concert and be able to see and listen live in our homes.ðÿ˜ðÿ˜",positive
love spotify it's the best,positive
"broken app, no more 30 mins of uninterrupted listening",negative
"i hate that i can't listen to what i want. i can't choose a song, and i have to wait and listen to the whole playlist to hear song i want. i also hate limited skips and how spotify itself puts songs on my playlists. the sound quality is really good but you have to fix somethings",negative
ads more than songs,negative
its a good app for music but the ads ðÿ˜… they are very annoying ðÿ˜¡ but i just bought a premium membership just a request give download option for free users,negative
really a superb app but i give only 3 stars because there are one advertisement at a single song.so kindly avoid it,negative
"it always playing a few songs and 3 ads, and i don't know why",negative
awesome experience on spotify!,positive
add ability to better control volume when playing to alexa speaker groups with multiple echos devices. stop paying for joe rogans misinformation.,negative
good until you plays the song i didn't like. can't even switch to other song.,positive
i just downloaded and it's stuck on the screen with the logo. fix this please! i haven't even logged on :'(,negative
"love the app, always have. however, it's been nothing but issues recently. the ""now playing"" info doesn't show. so i can't pause or skip music. it also stops randomly and i have to close the app and go back in and press play again to start over the playlist since i can't just continue with no ""now playing"" bar.",negative
excellent app for music lovers,positive
i open the app just wont load so i can login why is that ?,negative
"i am a paid subscriber and have been using android os for >12 years; i know all the tricks. i cannot control the app or terminate a group session - none of the controls are working, even after stopping it from the os app manager, clearing cache and data, and re-signing in. unacceptable for a paid app.",negative
overall the app is pretty good except that its a bit confusing on a phone rather than on a laptop. i also don't like how on a phone you can't choose what song you want to play from your playlist and you only get to hear a snippet of the song. please change this because it comes to a very big disadvantage for people who do not wish to purchase premium.,negative
best music app so far. i am a premium customer.,positive
"after the update, spotify doesn't load. it is stuck on the logo. i hope there is an immediate response regarding this issue. thank you.",positive
i love spotify! i use this app everyday!ðÿ¥°,positive
i'll fu king dont understand hiw to use spotify now!!!!i like the old one.why u change it? dont download guys..if i can give zero star i will give zero star!!!!!!i hate thiss please chance it back bc when i want to play the music..not the music will come out!!!! i love song and i hate spotify for now,negative
bad due to ads at sevral time,negative
too too too much ads.,negative
whenever i hear an ad on spotify i vow i will never use that product,negative
"absolutely excellent,i love it. it's j my acception.",positive
love it. you guys have built an excellent app. moving music with new microultrasoundlowfreq waves would the next. tesla would be proudly your sponsor. congrats,positive
"good, superb & excellent music app",positive
"can't listen to songs offline, you need premium, other then that it's good.",positive
same songs keep repeating,negative
spotify music app is very useful to attract people makes them for relation and happy. ðÿž¤ðÿž»ðÿž¹ðÿž§ðÿ‡¨ðÿ‡³ðÿ§§ðÿ‘˜ðÿ‰,positive
normally would've given this app 5 stars but i didn't because of the following reason: -apps are supposed to be better than the web version but not with this app. the shuffle option is very frustrating to deal with when you just want to listen to one song on mobile. you'll have to go through multiple songs just to listen to the one song you wanted to listen to. what doesn't make sense is why i don't have this issue on my tablet but i do on my phone. can't loop either. please fix this issue.,negative
"easier to use than pandora for sure, the skip limit on here is bigger too",negative
i have downloaded this app about three times now and i can just log in or sign up..it keeps telling me am offline or try again even though i have strong network connection... this is not good at all,negative
randomly stops playing and doesn't show the controls at the top bar. very glitchy in the last year,negative
"hello i'm currently having an issue where i couldn't log into my spotify. i don't even know what the problem is but the screen become all black whenever i open the spotify app. i enjoy using spotify so much and i open it everyday. i even subscribe to the premium plan. however, now i cannot use this spotify and i chose to use the lite version. please fix this problem for me :'(",negative
awesome love the app and enjoy the playlists,positive
"nice apps, but too expensive to get the premium",negative
extremely glitchy and buggy. never had an inuse intil last week. will not let me pause music go forward to the next song fast forward rewind and will will not open the media player. i have no control. debating switching to apple music,negative
very easy interface and not glitchy at all work great in old device but the musics dont have high bass. at some point there is no bass at where it should be other than great app,negative
this app aint working on my phone i redownloaded the app but still broken idk what happened,negative
love the app like my choices to listening to my favorites,positive
this is the best streaming app ever tho before when i downloaded spotify and i played a song it plays another song it was actually dumb which made me move to yt but i came back again and it was gone :d so mabey this problem still exists for others so i would recommend trying to fix that,negative
this app has gone from good to worse i listen to one song and i get 5 to 6 advertisements at a time it's ridiculous nobody should download this app anymore,negative
"it was good, but i think spotify duo package is kinda useless, well i meant the terms to lived in the same house kinda stupid for duo, well of course it make sense for family but duo? not every couple lived or always lived in the same house.",negative
one of the best app to listen to music and personally i have listings to ads inbetween :),positive
it's not opening up i have tried many times some days ago when i used to search for a song it would show no network but my network was all fine ðÿ˜ž then i reinstalled the app but now it's not opening up at all it used to work all perfect but now don't know what happened pls ans me ??????,negative
you cant so alot on ur phone i was trying to listen to my favorites and it wouldnt let me u can also not go back to the previous song,negative
"pathetic experience !!!!! i uninstalled this app after 1 or 2 weeks only.. you can't even play the music of your own choice, and you cannot even change the music when u want! i mean wth???! they charge for everything... you have to pay for everything , huh, lol... there are easy and free alternatives, i mean why would we use this app and pay for it...",negative
what's there to not love about spotify?,negative
"hello! i am 50 years young, and i came from a very poor family background, grew up in the country, so we, (of course),...didn't have the money to just go out and buy new technology like some people. (70s-80s), that being said, ....anyone that can relate to this review?,....,probably had to save their allowance for a couple of weeks to go buy vynl records....etc.bottom line!...spotify on any smartphone beats! the old vynl when you couldn't afford to do that and keep your music too! thanks!",negative
thank goodness for spotify.,positive
excellent condition and very good apps,positive
i cant open my spotify it only shows the logo once i click the app. it's almost a week now i hope this will get fixed,negative
easy to navigate & share between devices. but it doesn't always play videos,negative
this app is really good but sometimes there are not lyrics :(,negative
latest version has major issues on pixel 6. now playing no longer works only way to stop is to force close the app. virtually unusable. how can i roll back?,negative
amazing app just wish we could go download the song is without fear premium,positive
"when i request for a particular album it won't play all the songs there it will just play like 5 in the albulm and start playing songs i didn't request for but of the same artist and also since i updated the app i if i search for a particular song i can't play it immediately i have too b listening to songs dat are of different artist or the same artist sometimes b4 it plays d requested song, i am tired of the app already.",negative
"usually love spotify, but for as long as i can remember the app randomly stops playing a song then anywhere from a few seconds to a few minutes i will start playing again... does this at least 5-10 times per song.... infuriating... especially when you're having a sing along in the car and the song randomly stops playing... and you're not a great singer.... please fix!",negative
i really love spotify music,positive
"whenever i make a playlist, that means i want to listen to the songs i put there. not random songs that spotify give me and don't even let me skip",positive
"always loved spotify, i pay for the no ads subscription. my life without music would suck and spotify gives me the joy",positive
great ui so far,positive
"super buggy since the last update: doesnt show whats playing, pauses randomly, wont let me change podcast episodes, and to fix it i uninstall it and the problems come back within an episode or two. this needs to be fixed or ill have to switch to a different podcast service because its becoming unusable.",negative
great app! surprisingly amazing!,positive
so manyyyy ads ðÿ˜ðÿ˜,negative
spotify is the best app i ever used i felt that spotify is connect with my soul and heart what ever my mood is spotify play that type of songs for meðÿ˜ i love spotifyâ¤,positive
honestly it's the worst music app that i've ever had on my phone it plays every song except yours you bacicaly have to have premium or you can't listen to your own songs,negative
too much advertising during listning songs ðÿ˜¬,negative
they are really good and they also have a premium plan for 4.99 i use the family plan spotify has every song you would like.,positive
spotify is awesome,positive
easy to use.. and all the song and artist is almost available.,positive
good for listening on headphones!,positive
"please change back the old insta story design, the new bold font design is so ugly. at least let us choose what design we want when sharing to insta story.",negative
"this last update completely destroyed the app. why do you keep adding pointless things that aren't needed? it's breaking the foundation of the app. when i play music now, it doesn't show up at the bottom of the screen or on my lock screen, it's like i never even played the song. and then after 10 minutes it just cuts out for no reason and i have to go back to the app. i can't even listen to music for no reason. sort it out",negative
selections of songs & sounds crispy ðÿ‘œ,positive
"this app frustrated me to the point that i cried. i want a specific song, and i click the song only to get fifty that i either hate, or are completely unrelated. i have to wait for hours to skip to that song because i'm not paying for premium. you should at least be able to pick a certain song in a playlist, and please get rid of the random bots messing with your playlist, it basically says ""your playlist is the worst"" to your face. i made the playlist to get a specific song dude, stop!",negative
"omg this new update where everything is changed, i can't select a individual song off an album or any of my playlists. this update needs to be better or completely vanish",negative
"love the app, only wish it had playback speed like youtube has, a good few songs that i ha e sound a lot better at a certain speed. how this could get fixed in the next update please and thank you.",negative
i would love an option to rename playlists on android mobile,negative
i used to be able to make playlists and get previews of songs suggested me but they got rid of that like how am i supost to know what song it is seriously yall needa fix this because if it isnt fixed soon im going to use a diffrent app this is ridiculous,negative
can't turn off shuffle,positive
was great until a few weeks ago? have used the app for years but now keeps crashing everytime i open on desktop? have tried just about every suggestion available to fix - nothing helps. am about to cancel my subscription.,negative
"amazing, until hacked. but thats life i guess",positive
my player stopped working with the app i'll play a podcast and it stopped please fix asap,negative
"the best music library streaming app ever. please do not break it here we are, 2022. it's broken. the lyric engine/algorithm worked, now it's a laugh. lyrics incomplete and wrong...",negative
great app! i can listen to deftones sure! only problem which has just occurred for some reason is where it keeps playing random songs? like i'm trying to play my playlist and then after the top first song it plays another song that was never added to my liked songs? never played it on spotify either. if this problem can be fixed please! and i mean please fix this!!,negative
"i have the premium version, i like it but when i'm conecting my jbl speaker the sound is interrupted and it's not great sounding",negative
"app stability is getting worse, happens across multiple devices very frustrating.",negative
well i loved it at 1st... then after trouble i had to contact you guys... 1 st few times was good then the last few times i was wondering if the folks i was talking to even had a clue... after being told twice i would have to manually download my whole list again i threatened to terminate... then decided to try one more time and was able to get all my songs back with zero help from your tech support... i'm still in the fence about leaving...,negative
best app for music .,positive
"i don't know if it's just me, but whenever i have another app open spotify randomly stops, making me have to go to the app to get my music back, and whatever song it was on, even if it almost done, restarts. other then that, spotify is great for listening to music, or podcasts!",positive
once again spotify isn't working properly. sort it!,negative
the app has been very glitchy the last 2 days. a developer needs to look at it.,negative
blank screen with spotify logo is appearing and nothing is happening. uninstalled and reinstalled it but it's the same nothing changed.,negative
"i love it. i can hear my music whenever i want to without interruptions. thank you,for all you do.",positive
solid experience while using this app much appreciated!,positive
i'm going out with a knee problem but the most important thing is that the one i was thinking about you all day tomorrow so will have a great time and effort into it would have to do with a knee problem but the most important thing is that the one i was thinking about you all day tomorrow so will have a great time 5th and effort into it would have to do with a knee problem but the most important thing is is is is is is is is is is is that the one,negative
"buggy as hell. freezes after an ad. clean install, cache and data clean cannot make it run. of ypu cannot write an app that works, don't offer it.",negative
nice relaxing app that keeps improving over time,positive
excellent app. very enjoyable,positive
too many ads as compared to other music platforms..but yet again less than youtube ðÿ™ƒðÿ™ƒ,negative
i'm having problem with purchasing. it can't be done via voucher. fix it.,negative
i can't play the songs i select - no matter whether i uninstall or log out and log in again. extremely frustrating.,negative
"the ui is super intuitive, the premium features are cool, it just great overall. the only thing keeping me from giving 5 stars is how it doesn't really pay artist well.",positive
first time user - thumbs up! not sure what it can do yet.,negative
"i can't even open the app anymore. i've been trying to open it for the past two weeks. i tried to re-download it multiple times, but it still won't open for some reason.",negative
i am enjoying good music serious nice songs,positive
good but without premium there is a lot of ads and i can't listen to the song i want,positive
great app for old-fashioned listeners,positive
highly refreshing entertainment... top notch tunes to the max,positive
this is the best app for listen music i was ever seen,positive
"recent update broken with this last update i have been unable to access any music. it won't play anything. it doesn't allow me to even play downloaded, or even show my music or podcasts. fabulous, back to not sleeping well. upset because it's been fine for years. and now that i rely on the stories and mediations to sleep, now it decides to not work at all.",negative
i enjoy all the podcasts,positive
plays songs that aren't even on the the liked song playlist and just litters it with songs from genre you don't even like listening. good luck listening to something like metal because you'll get forced to listening to love songs for lonely people.,negative
spotify you are the best,positive
"i love the app, even without premium you still get great music options and an awesome experience! 10/10 recommend!!",positive
i really enjoy spotify. i make my own playlist. put my ear buds on and get lost in my music thanks spotify yall rock ðÿž¸,negative
it won't play a podcast for longer than 10 minutes without stopping and i have to restart the app and it's premium,negative
"its really bad now, every time try to pay it always reconet over and over. enough with spotify.",negative
great song choices.,positive
won't play other songs after clicking the play button and i can't figure out where to turn off shuffle for my liked playlist.,negative
"well i do got to say had to change my mind at first i thought this site sucks what not and in the end if you do your due diligence you can get back your accounts they're pretty cool you just got a member save save your everything download whatnot it's just got to be a better way to download it to your sd card and s*** like that when you have 100,000 songs other than that f****** spotify spotify hit him up download it and go you guys rock 100%",negative
even though you have to have premium to pick a song it's pretty good,positive
"i really enjoy using this app, but i do have one suggestion. i'd love it if we were able to create playlist folders on mobile. it'd make it much easier to look through my library. still though, wonderful to use! <3",positive
l you can't cancel the subscription it gives you the runaround and i had to cancel my debit card over it,negative
"i love the music added to this, except it keeps getting rid of some songs, some of them my favorites, but most of all, it makes me happy, especially the lofi.",positive
wonderful music app. i love the new music spotify finds for me. thank you.,positive
"i like spotify but when i use the app it tells me i have no play lists and all the play lists have nothing on them but when i use spotify on the website i have 2 play lists and there is play lists, why is that?",negative
been using spotify for 6 or 7 years and had all together a year or more of premium. was a great app but now i'm literally getting ads every 2 songs. so i can't recommend it anymore.,negative
"overall, a great application for listening to music 10/10 for that. however the app has some bugs sooo uhhh yeah, i can't even open the app anymore without being stuck on the logo sooo you guys lose points there. 8/10 would recommend.",negative
"i love it on my xbox but the mobile app is poorly formatted and impossible to use, and the limited skips an hour is bs, when you run out you can just change the song manually, and why can't you view the songs on a playlist as a list of individuals like on xbox, the littoral console with a controller being your only way of control, that's right, the xbox version is better formatted than the mobile peice of junk.",negative
best music streaming service ever!!,positive
i love it the best music app thanks,positive
"probably my most used app, i use it every day and have never not used it. full ratings deserved",negative
spotify is a good music app not that many adds and i would really recommend it to my friends.,positive
great way to find and listen to all types of music and get introduced to new artists. but the fact that i can't listen to the song i want to without buying the premium service is extremely annoying. if you want to ask that serves as customizable radio for yourself this is the one for you.,negative
the best app to listen to advertisements,positive
a great experience when you can see the progression of your own music on here flourish you provide a lot for us musicians keep the good work up and fighting for the artists rights and best interest,positive
i like the podcasts and i used to listen to audio books on you tube but i think i'll keep listening to spotify,positive
why are literally all of your ads 3x louder than the songs stop,negative
"why this app getting worse! songs playing and i can't see the player. i can't stop, skip, or do anything. please fix it.",negative
i get to listen to all my favorite bands it's amazing i love it and awesome ðÿ˜ž too i'm a fan of bands so yeah!,positive
"this app is a must but the only thing i don't like it because there's too much of add. after playing one or two music ,there you can hear the sound of the add",negative
"good selection, not so good app.",negative
always great quality. always works great.,positive
spotify is one of the best music apps on this planet! there are absolutely no ads! nothing gets in the way of spotify's music!,positive
"haven't used this app for a very long time and i don't followed any changes, but before i was able to listen one song, i had to watch 8 (!) ads. like 3 x 30 seconds and 5 x 15 seconds ad. the song was shorter than those ads",negative
"best music app ever, i used to spend 100 bucks a month on cds but now 9.99 is all and the best part is that this app finds great new music i would never have found! i love you spotify ""platonic of course""!",positive
"great music app, premium is a must.",positive
"the heart button doesn't work, so i can't add songs to my liked songs",negative
"go to choice for podcasts and music, good app.",positive
"recent update needs urgent bug fix!! control bar missing, music glitches when i turn off phone screen or navigate apps, and sometimes my phone will just start playing randomly now. i don't know what you guys did, but a quick fix would be to just restore an update to last patch. love spotify but can't use (or want to pay for) an app like this....",negative
when i clicked on the songs i wanted to hear it sometimes puts other songs but overall it has all my favorite songs so yeah idk lol i still recommend it to a lot of people,positive
"the app isn't working on my phone anymore (samsung a20). it was working just fine before the more recent update, but now all the playlists are empty and i can't play a single song (and no, i don't have offline mode turned on).",negative
