sent,label
easy to navigate app with all your fav tunes,1
never needed to look anywhere else for a specific song.,1
hlo sir i am spotify user sir i request your premium plan on payment method in play store i requested you pls open the service in play store payment pls i humble request,-1
"spotify has become smoother since my last review, so i have to clear the app out of history a lot less. i'm not a big fan of the new plus button in the bottom right corner. i don't need to make a new playlist so often that a dedicated spot in the menu is necessary and i don't make podcasts at all. this button is functionally pointless for me and moved the other buttons that i used slightly to the left. overall, still a great app. i'm just nitpicking the constant changes to the ui.",-1
constant problems with this app for 2 straight years. all that money and can't put out a good app that simply works...,-1
great music. easy to navigate.,1
"i've had spotify paid subscription for years and love the app, but ever since the last update it randomly stops showing the song that is playing as well as pause stop next etc and the only way to see it again is to reboot my device. could you please look and fix this?",-1
"first of all i have it for like 1year now and it super works but rights now it didn't let me in i tried to uninstall it but it still didn't, pls fix this",-1
"since you've updated this app, it no longer connects to the dedicated spotify app on my pioneer head unit, only through the phones bluetooth. this has been proven by people uninstalling and reinstalling an older version though an apk install. please fix. zero interest from spotify brings this down to one star due to lack of any customer service.",-1
there is no option to download single song. download is available for full album only. so add icon to download one by one song.,-1
"i love it.... i will recommed this app for everyone to useâ™¡ i loved the most is that it shows lyrics in every single song and it it has a really few adds, you all guys know how irritating the adds areðÿ˜¢but you will not face that problem in spotifyðÿ‘ðÿ‘ðÿ‘i loved your application.",1
after using spotify premium for 3 months it's nice but if you don't pay for it you will have a hell of a time doing anything on the app.,-1
"do not buy premium. you still get ads for podcasts. it is not the podcasts' ads, they are supplemental ads that go straight to spotify. on top of that, they have overoptimized this just like every other app. convenient to switch from car play to non car play, only problem is the floating button is placed right over the play button for a song or album. these overlooked problems are everywhere. buttons on top of buttons, settings not saving, network not updating. i cant justify $9.99/month anymore",-1
"spotify is a nice app and i like it very much but all of a sudden the songs in my playlist aren't visible and there are only names of the songs. i can't order the songs in the way that i want and i can't see what song is next. i deleted spotify and installed it again but it didn't work, i also cleared chache but that still did nothing.",-1
"i have to uninstall and reinstall this app every few days. podcasts just randomly stop playing, even if i've downloaded them. annoying.",-1
it always tells me i am offline. i know i'm not because all my other apps work fine.,-1
good sound music any thing you want to listen to,1
awful app and service. no longer paying for premium as spotify simply does not work!,-1
excellent. enjoying spotify on phone & in car very much!,1
"terrible really. slow to load menus, searches, library. sometimes it wont even load my saved songs for minutes forcing me to restart the app. even worse if it's in offline mode. often just stops playing randomly and has to be reset to work again. terrible app",-1
whenever i randomly open the app (randomly) it just keeps stopping and i don't know why tap on a podcast another song starts playing.... it's not that my phone lags or something else but no my phone is brand new and about about my connection then i really have a very strong connection.... i uninstalled and reinstalled it but still same problem. it was making me sick.... i really hope that the developers see this issue and fix it..,-1
i've always liked spotify and how it adjusts to my music tastes and changes. the sele tion of available artists and songs is also awesome.,1
"i love this app. it helps alot and you get anything you want du music, motivations i mean every kind of song.",1
since one and half hour i cant open app. it's not opening. why?,-1
"yaa...this is app is very nicee.. it's feature are like fantastic.ðÿ˜š in it have all type of songs like remix , any trending song , edited song , any other song. in that app you can make lot of playlists without any lag. i like this app and you should be download this app. and after downloading this app don't forgetting to ""rate"" this application. okay.... ; /",1
"love spotify, couldn't imagine my life without it...:)",1
had a login on my spotify so i changed the password and logged out of all accounts and it let me log back in on my laptop but for some reason it's just stuck on the logo screen on my phone and a lot of other people have that problem if they log out. not really sure what to do. i uninstalled it and restarted my phone and it didn't work either.,-1
best music streaming app hands down,-1
this app is the best music app i have ever used.,1
this spotify music touches the very thougth in mind . a true experince to listen.,1
"absolutely perfect except for the fact that (without premium) i can only replay songs from my personal playlists on my tablet. however, i can replay my songs that are on my daily mixes ;) recently, however, spotify has been messing with my phone. i know it is spotify because when i uninstall it, the stuff stops. spotify, please stop pausing and skipping my music, stop pausing my youtube videos and not letting me play them. stop playing your music at random times when the app isn't even open.",-1
great content! drops out sometimes or turns off for unknown reason.. but great free app!,1
bad. for some strange reason my app is not working. i switched to premium and now the app just starts and shuts. don't know if this issue is connected with my mobile or otherwise. looking forward to hear from the technical team of spotify thanks..,-1
best music app on the market,1
app crashes constantly,-1
"it is great, and although there are still things to improve you can see they hear the user and improve what they need.",1
i love music and i like the variety of music and songs arranged. i love to listen to all the podcasts,1
all good but ads are come in every 15 min,-1
great so far easy to use .like the new music that it suggests not everyone likes this feature. but love being able to listen to music,1
"i have purchased premium subscription to avoid ""ads"" but no use,waste of money,i am frustrated by ads....please don't waste ur money.....developers make improvement...other wise no use",-1
i'm a premium user and can say this app is so buggy it's insane while listening to podcasts they constantly restart and i have to try and figure out where i left off because when it does restart it also marks the entire podcast as played so you have no clue where you left off on top of that since the new update i can't access what is actually playing on the app at all it doesn't even say i'm listening to anything and i'm unable to pause unless i close the app fix it i'm sick of paying for broken,-1
all of my favorite podcasts from all aspects of my recreational life to my professional life in one place.,1
"navigating podcasts is such a hassle. you scroll down a podcast, find a podcast and add it to your playlist. then it goes right to the top. so you have to scroll down again.",-1
the amount of ads after listening to 15 minutes of music is getting frustrating. i'm a free user but i feel like i'm bombarded with ads.,-1
very nice app for music lover,1
great collection of music,1
"love it! â¤ i can find all of my music, podcasts, meditations in one place.",1
the whole package is great. i would recommend this app to everyone,1
"why did the shuffle option change when you listen one of your playlists ? it just sucks, the same songs play on repeat and you juste have to skip them multiple times when you could just skip them once before, and just go on with your 45h of songs. also the linked songs in the radio are the same that are already in my playlists, yeah i like them but what i wanted was discover new ones... and if you want to remove them from radio because you already know them it just delete them from your playlist",-1
great streaming app i use it everyday...ðÿ¤™ðÿ¤™ðÿ¤™ðÿ‘ðÿ‘ðÿ’¯ðÿ’¯,1
i didn't like/ i don't like the automatic update! & now (without premium) how to one song on repeat?! this new update/new version 8.7.44.968 is sucks!ðÿ˜¡,-1
terrible app. can't even play the song you want. when i click a song it plays something entirely different. you can't do anything about it unless you have premium or you use a computer,-1
"hi, i updated my app to the lastest version but i still have problems on lyric sharing. can't seem to find the button on it even after restarting my phone or clearing the data of the app itself. it would be great if you could help me on this one. thank you!",-1
"â˜¹ï¸â˜¹ï¸â˜¹ï¸ spotify is an amaazing app.. knowing tht.. i went for d premium.. but even aftr the payment, it is still not showing premium n still i get ads .. if anybody cud help.. pls doâ˜¹ï¸",-1
really good music easy to use,1
"7/7/22 - the app had been working fine for a while, but is now suffering from the samsung/android issue. the playing now bar doesn't show up and the app stops playing randomly in the middle of songs and podcasts. 1/13/21 â€ i've been using spotify for about a year now (with a paid account) but recently the app has stopped playing anything. will definitely cancel my service and uninstall if it continues.",-1
music = freshness this is the great music listening app.. and guys seriously experience is great...,1
"have been using this streaming platform for years, and i just now decided to rate it. it's everything and more! it's interactive and can be very personal. 5/5 for sure!",1
"used to work great until the last update. now their is no option to pause or resume music or podcast. the only way to pause is to completely close the app. this really sucks spotify, as a premium customer i should have an option to pause not close the entire app. please fix this!!!!",-1
it's annoying when it crashes suddenly. not that frequent but often enough to be annoying.,-1
the best music service in the universe!!! 97 custom playlists and counting. downloaded music is amazing. you customer service is the best. nobody can match spotify.,1
"this software is really terrible. i can't get rid of the ""currently playing"" item and i can't get the sort to play podcasts starting at season 1 episode 1. how in the world can sucg basic software be so bad.",-1
i don't know what happened but i can't see the songs that i added in my play lists but in my liked songs i can see them. i'm hoping it could be fixed or it's just my problem? but this app is awesome 5 stars:)),1
can't open the app suddenly. i tried uninstalling it but it's the same after reinstalling again.. i'm stuck at the logo.,-1
"every every song i look for is there....,. still haven't found a song that isn't on there",-1
too much ads,-1
"someone already mentioned it but i'd like to say it as well, the dots thing at the right side of the searched song seems to be removed, it was very easy to add songs in playlist that way but now u have to play them before adding, not very important but just wish it wasn't removedâ€¢ì â€¿ ,â€¢ì€",-1
there's a glitch. i have to uninstall and install the app. sometimes when i press play. the player doesn't show,-1
i love using it but damn i can't freely pick songs that i want to listen without shuffeling so it makes me frustrated. ðÿ˜,-1
after last update i can't forward podcasts via bluetooth or on mobile app,-1
here at spotify u can make a world u want where u can feel ur self without any hassle,1
haven't been using long enough for 5 stars. am happy so far. still figuring stuff out.,1
best music app ever!!!,1
in the new update i am not able to add songs to the queue.,-1
"i can longer have my spotify play on my phone if i have it open on my computer, i have to close the app on my computer or else it will just kick me off the app on my phone",-1
spotify does what i always wanted you tube to figure out.,1
spotify continues to play my music or podcast but won't show the media bar to pause play or skip my songs,1
i love spotify.,1
best music app suggest this app to save battery life and stream or listen to downloadable music. not a free music platform. but the music suggestions and logarithm world class!,-1
"poor, music stops randomly , bar dissapears, what's going on??? think it's time to look at rivals",-1
"since last update the queue system is broken only lets you add one song to a queue and will frequently bug out and hide controls for currently playing podcasts and makes it impossible to pause it from the app. i dont know how you managed to ruin your qrues system more the youtube music buy this is embarrassing, if this isn't fixed by next billing date i'll be forced to move platforms so that i can actually listen to my music and podcasts",-1
"all the music i need, easy to access and organize an extensive library.",-1
"for more than a week now i an unable tobdownload spotify app on my samsung a51. i have been in touch with the technical department and have done all the measures one can perform to fix the issue like deleting data n cache, clearing up storage and memory uninstall and reinstall thousands of time. spotify could not rectify the issue at all and then wanted me to participate in their service suvey.....rubbing salt over wounds...its not free, i am paying for their service...feel cheated by spotify",-1
you podcast experience sucks please fix it and don't put adds on an app that i pay for,-1
"i can't even load the app anymore. i have a gig of free storage, so that's not it. i have had this problem for the past 3 weeks on or off wi-fi.",-1
"can not back to the previous song and when try to back the latest song is play, bad experience.",-1
dear spotify developer your awesome guys ðÿ’“ðÿ’¯... you are algorithms make my days beautiful. every day 5 to 7 hours i am enjoy music & podcast . i kindly request one things pls add podcast down people opinions or comments aption add to podcast setion.,1
"whenever i try to play or choose a song, the ones who show up are different i'd like to get that fixed.",-1
it's a very good app for music. .,1
the app doesn't work.when i open app i see just spotify logo and it doesn't go,-1
"overall, it's okay. it's just that, i hope spotify allow us to change our username :)) i do have/want to have spotify mutuals & it's a hassle without having our own username ,, hope next updates u'll have it already ^^",1
"unless you plan on getting a subscription, don't bother. i had to listen to 2 minutes worth of ads after every 3 songs.",-1
trash podcast player. crashed constantly mid podcast and have to close app and restart to try and finish listening. garbage plain and simple.,-1
good probably but like without paying we can't download songs and if we are traveling especially music lovers it wouldn't come offline,-1
nice app! it will be great if it have a korean romanization to all korean songs so i can sing along with it ðÿ˜š,1
"been using it for years, it's always been buggy and has gotten much worse lately. quits playing in the middle of songs. quits playing in the middle of podcasts. doesn't realize it's currently playing a song or podcast. the podcast library and list are so inferior, no reasonable sorting algorithms or ability to manually put your podcasts in order. yes, i'm even a paid subscriber with a family plan ðÿ¤¦â€â™‚ï¸",-1
good experience for music,1
superb!! i like this app. you can set data usage and all song are there* but when you starting enjoing music *ad* comes so spotify have to give less ads on music.. i want to give 4.5 star but i cant lol'' :d,-1
great quality sound. many problems with app.,-1
great no issues at all,1
"when i play my fave song, then the other song will play",1
best music app by far,1
better than pandora not as much data used.,-1
really good experience ðÿ‘œ no cap,1
"buggy to the point that i'm considering switching services. restarting the app is now a ritual of being a user. wasn't always like this, only the past few months. whatever the case, dev team has shown little signs of a fix coming any time soon...",-1
"everything's great except when i m going to buy premium it keep on saying ""cant connect to my internet"" when my internet is doing just fine with other applications. it hapens so many time at this point. and the update doesn't change anything, it still says the same thing....",-1
"love the music and podcast suggestions. i never listen to the radio anymore, only spotify!",1
"the songs will not show in created playlists, only the artists. also won't work with searching. was fine on my tablet but just installed it on my new phone for convenience and was very disappointed.",-1
this app is just awesome.if you are a music lover like me then just go for it,1
"great mobile music streaming app, but premium subscription is a must to avoid annoying ads. hoping that community and listening history features will be expanded in future to be closer to the desktop app.",-1
my new favorite music platform!,1
it's a lot different from pandora i can actually make my own playlist send them to friends i can listening to podcasts and everything. overall good app but you really need to fix those ads i got 11 in a row before i was allowed to listen to my music and then after listening to two songs i got 16 in a row so you really need to fix that ad problem.,-1
i can't open the app this is trash,-1
"stopped working. uninstalled, installed new still won't load. either stuck on logo or black screen",-1
this app only let's me skip a few times and i can't add the song i want anymore so 1 star,-1
"it is the best app that i have on my phone!! i can listen to my fav music and also make my own playlist so my friends can listen. though, it has some problems. i dont like how i choose a song and it plays another song that is totally different from the song i chose. i also dont like it when i cant repeat the song i just listened. there is also a bug ive been experiencing lately. it always shows the spotify logo on the screen when i use my phone. its a great app though:)",1
"so it's a wonderful app, but it glitches often. i have to uninstall, then reinstall every couple of weeks.",-1
i freaking love spotify it is the best ever all the songs i ever wanted are all right here on spotify thank you so much spotify you guys rock,1
"i can't see the control to skip, pause, stop music, etc. please fix this!",-1
this is an extraordinary app.......i would love to get premium but.... only limited platforms for payments are available.....nowadays even non popular sites give a lot of platforms......it would be more convenient if you have google pay...... please take in note of my request ( only for that reason i've given 3 stars ....or would be giving 5ðÿ’–ðÿ˜€),-1
can't play music only plays 2 song then stops ðÿ˜‘,-1
"thing i really hate that when i try to listen to a song there's always like 10 random songs, and i can't even skip all of them, like please just let me listen to the song ðÿ¤¦ðÿ»â€â™€ï¸",1
"was a great app until a week ago, for some reason it stopped working. all of my liked songs disappeared and won't play any music. i tried updating it, uninstalling it and re-downloading it but nothing works. i'll have to go back to pandora if it doesn't get fixed. plz help",-1
can listen to songs in the background while using other apps,-1
this is a best song app,1
taking away the one star because of the advertisements,-1
i don't like it a lot when i want to play a song anotjer song pops up,-1
great selection and easy to use.,1
all good to easy spotify rock's,1
"spotify does provide quality music. i use s22 and there are no lags so far. but there isn't any spatial audio support even on premium membership. apple provides that but i guees this problem is limited to indian customers only. other than that, best playlists, best recommendations, music releases as soon as possible. great, just waiting for the spatial audio support.",-1
l love spotify because it has every song in it!!!!!!!!!!!,1
exellent on music but there the ads,-1
i'm rating this 2 stars whenever i keep skipping the song that is not in my playlist its still keeps letting me listen to another song that isn't in my playlist its quite annoying.. it's just i can't buy the premium but i want to listen to my own playlist so please fix it.,-1
"my spotify does not work if i use wifi it shows ads but doesn't let me choose the song to play as there is no ""internet connection"" i am not able to listen to my podcasts and am very dissatisfied with the app. i deleted the app and reinstalled it and now i can't even login. what a great app!",-1
musical lovers always like this app such an amazing ðÿ¤—â¤ï¸,1
"i am so angry at spotify! on mobile, whenever i'm trying to listen to a song, it plays something else and it makes the one song i wanted to listen to a playlist with a bunch of other songs! i am so pissed and i am uninstalling the app now ðÿ¤¬",-1
please fix i pay for premium but it keeps pausing and stopping.. option to play next song is not even there!!!!,-1
an app that can't play a song we like for free at the time we want is useless,-1
"frequently force close and current play button is missing, both in app and in my phone notification (also lock screen?.",-1
"it won't even start anymore, it will go to the standard black screen with logo, go black for a moment and then go back to that screen untill my phone tells me the app isn't responding. i have reinstalled the app, checked for updates, restarted my phone, it works fine on pc and others, other people have had this issue before, so fix your app please",-1
"please add annual subscription, the monthly subscription is really annoying, if you don't add annual subscription, i'll shift to spotify mod version",-1
i don't know when the last update was but i have a lot of issues with whatever is being played just suddenly stopping. the player itself looks different or won't even show what's playing. something is weird.,-1
"it worked fine for the first few weeks and stopped playing under wifi connection, it's stupid",-1
"i used to love this app. it was the only place i got my podcasts and music but recently it either stops whenever it wants to or it won't stop without me uninstalling it. it also starts to play a playlist then plays a random song not on any of my playlists?!?! i have a premium account and am seriously thinking about cancelling it, it annoys me so much! sort the problems spotify!!! it can't just be me?!?!",-1
worst aapi search the songs but another song is playing,-1
"a great music app..,ðÿ˜ðÿ˜ðÿ˜",1
"i rate you 4 because i ended up having 2 accounts,tngiba n tngiba i wonder whether you going to charge twice",1
i cannot even listen to the music in my playlist,1
i literally listen to music all day i don't watch television and i'm hooked on spotify right now,1
"has been a great app, but recently it's been glitchy af. even very simple tasks like pausing what i'm listening to, has been too much for it ðÿ˜‘",-1
its really good would want to listen to it more,1
it randomly will play the podcast without the bar used to pause or skip so i am forced to close the app. it constantly pushes my phone's connection to my pc even though i haven't connected the device (device not even avalible when i am on pc) but yet the podcast i was last litening to gets loaded and i loose what ever music i was listening to on my pc. don't even get me started on all the issue with google maps app integration which makes for unsafe driving! please contact me for more info!,-1
the problem is that i'm trying to listen to my music but on phone there is no way to stop the randomized song option which chooses from your playlist which doesn't sad to bad until you notice that they also added songs so play instead of your music and i've spent an hour deleting music off my play list that i didn't even add and after i finished they added more songs so basically what i'm saying is is that i can't even listen to the songs i like when using this app,-1
"these are issues that has gotten worse over the last few months. app continuously runs in background even when closed, and will randomly start playing. or, app will refuse to close. app will ""forget"" what i have been listening to when i pause and switch to another app.",-1
"i was logged back into spotify, but someone rubbish named mick d was not taken off my home section because i had previously selected it by mistake. please can you remove it? âœâœâœâœâœ stormzy â­âœâœâœâœ party rock anthem â­â­âœâœâœ ac/dc",-1
"glitchy app, could be a lot more user friendly. but good library of songs if you can deal with finesse'ing your way around it from time to time",1
it is fun it gives us the perfect songs,1
"good sounds, good music! enjoy!",1
"hi ðÿ‘‹. i love spotify, i received spotify premium for free for 2 weeks. thank you spotify. i found it great and i will still keep using spotify as is until i get a good feel for the app.",1
it holds the best music even from old times,1
this is an amazing app ðÿ’žðÿ¦‹ wld love if liked songs can be played without using internet ðÿ¥ºðÿ¾ðÿ,1
this app is great and all but the fact that one can't stop shuffle if on a free account is annoying..also why does it play recommended songs without asking...,1
lots of ads at every 2nd song avg,-1
"when i save my music to sd card, the whole app becomes unresponsive. please tune the app so that, it only keeps the downloaded music to the sd card and cache files in the phone memory",-1
"had to reinstall the app as it won't let me download songs, i'm on premium. now the new installation won't even open. nothing but issues ever since it updated. please fix.",-1
i just love this. much better than apple music,1
"spotify, you're the best music......",1
very poor for a paid service. -the music frequently stops for a few seconds -play/pause and skip button disappears -the shuffle function favours like 20 songs i will be contacting spotify for atleast a partial refund.,-1
"it got even worse somehow. now the app closes or crashes every 5 minutes, like clockwork, so i can't listen to anything",-1
it won't even open it's just kept loading and loading,-1
best music app.,1
it's a good app .it's assessable and easy to use do it's really amazing(â—â€¢á´—â€¢â—)â¤ ..i love you spotify your playlists are fantastic .i recommend you spotify.,1
i like the apps for android phone and it gives me what i want,1
love to have someone options of songs that is ol,1
best music app ever.,1
good quality of songs,1
easy to use and has all the songs i want.,1
"use spotify every day for hours, has everything i want and more",1
great app! many playlists. i have found almost everything i have been searching for!,1
playbar disappears on regular basis. should be fixed.,-1
worst app ever i just purchased premium membership and now i can't use wifi to do anything in the app always showing no internet connection. my other apps are doing fine with wifi i've been using apple music for about 2 years and i've never face this issue i am so disappointed. please check yourself before pay for premium.,-1
"its great! my issue is it isn't available in all countrues, n i wish if we could download and listen offline",-1
"the music available is awesome,i have no need or desire to listen to the podcast selection. if i could find another alternative to this(spotify), without the annoying podcast,i'd do it in a heartbeat.",1
it is the best music app i ever had.,1
y'all can find almost every song/mashup/remixes here!!,-1
why cant i get a premium? it has been 6 months since i got a premium but why cant i get now? is this a bug or malfunction?,-1
"very limited on commercials, straight to the good music..",-1
i enjoy listening to my christian favorite songs,1
excellent application more than the others.,1
your better off listening to music on youtube because then at least you may actually be able to pick what song you want to play on a playlist instead of it forceing it to being random every time and sometimes it'll play stuff that's not even on your playlist and the only way to skip it is to have premium or use one of your six skips for the day. the only reason i'm keeping it is to keep track of which songs i actually like so that way i can listen to them on youtube. would not use again,-1
amazing music app,1
best music streaming app,1
"pc version which i used on a tablet was absolutely amazing but the mobile version is dogshit, can't even pick a specific song to play and i can only skip 6 times? retared system which makes me want to drink bleach.",-1
spotify is the best app that i used the songs are amazing,1
the ads are ridiculous!!! i'm a free listener and every two songs there is 5 commercials and it's dumb so i am going to stop using this app!!!!!!!!!,-1
it's easy to use and also user friendly,1
"should section off playlist we created from added playlists. it constantly disconnect me from facebook and my friends isn't visible or updated. even when my friends are visible, what they are playing isn't updated. the songs that isn't english, example japanese or chinese have reduced significantly.. even english ones are no exception.",-1
i love it. all i can say is. it has all i needed to hear. â¤ï¸â¤ï¸â¤ï¸,1
"would rate better if i could choose the songs i'd actually want to listen to, the xbox/tablet/web client are all far better than this junk.",-1
"i don't know if this is a glitch, but i can't even choose the song i want to play when i want to listen to my playlist. it just plays some random song. i tried to play lofi music to relax and it played we don't talk about bruno. its kinda annoying that i have a small chance it'll actually play the song i want. i'm still gonna keep trying though. i also keep getting ads for period pads which is kinda gross ðÿ¤¨",-1
my spotify took too long to open. i tried clearing the data and cache but it still doesn't work and operate. pls help fix this.,-1
stopps playing for no apparent reason. no more dropdown comands. its still buggy which is kind off incredible for such a big company. shame,1
"if you want to discover new music than this app is for you. because it will add to your playlists, it does not give a choice in the matter. i understand what they were meaning when they did this but it can get annoying. if they fixed this i would like it more.",-1
it's awesome having all the songs you can think of in 1 spot and the lyrics playing along is the best feature. love it,1
i ain't gonna buy premium try putting as much as advertisements u want!,-1
it's a pretty good app to listen music on.,1
i recently purchased spotify premium and after my subscription was over i canceled it cause i didn't need it anymore but after that it logged me out of my account and won't let me log back in or reset my password,-1
this is good app and easy to use,1
luv this app but i found songs on youtub but aint on spotify little confused bout that but over all luv itðÿ’œðÿ’™ðÿ’œ,-1
it is a wonderful app. it has all. kind of songs and can be operated on both pc and mobiles.,1
"this app is easily the best music streaming app when you pay for premium. no ads, offline downloads, great recommendations, unbelievably high audio quality, and a very user friendly ui. without premium, you have relentless ads, lesser audio quality, no offline downloads, you're not allowed to ever turn off shuffle play. i get most of these, but when you lock playing albums in order behind a paywall, i think you're getting a little money hungry. just pay premium and you'll get your money's worth",1
fun fun fun!,1
i just really like for the music,1
it's bad in the sense because it provide all benefits just in the paid version. i mean to say some benefits also provide to the free version.,-1
at first the app is good but now i can't play the full songs and the format has change which is very confusing. plus it only plays the preview lol,-1
constantly cuts out podcasts and only shows playing song about half the time good for music but alot of bugs,-1
the best music steaming service,1
"this ""intuitive"" app is worthless. the only good thing is its library, and its barely that. update: still worthless. 7/7/2022",-1
spotify is the best music app ever. it give only one ads of 30 seconds and you can listen uninterrupted song for 30 min.â¤ï¸ and this app has quite smooth experience ðÿ™‚ must download it.,1
its not opening after many try of re installing,-1
"when o open it, it just stuck on the logo.",-1
"you should be glad i rated this 2 stars. why? because i made a playlist and random songs keep playing, i literally have like 10+ songs in my playlist and i didn't hear any of them, please..fix it. also when i listen to songs they just randomly stop, kindly fix yhe bugs^^ thanks",-1
did really like this app but for 4 or 5 days the app gets permanently stuck after repeatedly playing the same add (clash podcast) has made a great app unusable - will revise stars if/when issue fixed,-1
"not reliable enough to pay for. if you're willing to put up with crashes and times where it just won't open, fine. just don't pay for it expecting the paid subscription to change anything; it doesn't.",-1
inappropriate and irrelevant advertising that isn't kid friendly.,-1
what a beautiful beautiful beautiful song about my jesus who gives us excess love that we dont deserve. thanks mercy blessings on you and yours ðÿ™ðÿ’œ.,1
i got really good music i got a really good library of some really good sounds really good artist i'm good with it,1
worst app .. with 10 minutes music and lots of ads,-1
the app won't let you access the music and podcasts you've already downloaded to your phone when there is no service. what's the point of downloading them to your phone if you can't listen to them offline?,-1
great for offline music and has a wide variety,1
hard to rate compared to other offering but i like spotify and it's a good deal.,1
i use spotify every single day. also get premium,1
"i love spotify and all the music it brings me, but recently i've experienced trouble using the lock screen widget (it no longer exists), so i tried uninstalling and reinstalling the app, now the app won't even open!",-1
"yeah, apparently, you can got ""hacked"" here. people can add songs to your ""liked song"" without confirmation.",-1
easy to use and enjoyable. the music available is fantastic,1
"love the app, but the player bar on the bottom frequently disappears, leaving podcasts continually running without a way to control them unless i force stop & re-open the app. will rate 5 stars when fixed.",-1
keeps putting a push in my notification area even though i blocked notifications. uninstalled. play music is much better anyway.,-1
"app takes forever to load...like over 1 min. program is very slow to start playing, but works after. don't know if it is because it is downloading songs or if it is a memory hog. i have my songs on an sd card.",-1
exploring n awesome experience,1
just awesome app for music lovers,1
"i overall enjoy spotify because i can download with premium. sadly i can't play it on my phone right now because my phone updated and spotify just has empty playlists and nothing works. it says i'm not connected to the internet and i am. i have done everything imaginable including deleting it, logging out, etc and nothing is worked to fix it. i don't know if this is the phone update issue or spotify hasn't caught up to the updates yet.",-1
"spotify has been extremely buggy on my samsung s22+. the biggest problem is when i open spotify, whatever was last playing or is currently playing is not displayed in the player. it's just missing. closing and reopening spotify used to fix that. lately it will persist through attempts to fix it. has a lot of problems accessing ""offline"" content i specifically downloaded to listen to when offline. displaying wrong dates shows were last updated ðÿ˜• fix this buggy app!",-1
"my spotify is not opening... when i open it, it only shows the spotify icon please rectify this problem",-1
excellent all around. thanks!,1
this is just disgusting...i mean i can't listen any of my favourite songs without premium accounts!why?this is not done..if you want to listen songs for free then this is not a good app for that...toooo disappointing,-1
they would add their songs to my playlist! i can't make a playlist without having songs i didn't put on it on.,-1
"everything i'm looking for, an app worth listening to.",-1
well i love this app the platform is so accessible and easy but mainly if you have spotify premium like if you don't have it you usually have to play an ad or a couple to play 1 song or it plays a song in the same genre. but with premium you can download songs for when your offline and no ads! it's amazing if you have premium,1
it was a great app except now it cuts in and out sometimes for some reason. sometimes it won't even play. please fix this,-1
if used properly. a great app to share with your family and friends,1
i've had spotify for about 2 to 3 weeks and it's seems great and is better than i thought it was going to be.,1
the app stopped working and will not open past the logo screen. have tried everything for days and still can't even login.,-1
best app all songs available easily,1
everything is great but ads are annoying sometimes i get 3 to 4 ads continuously,-1
"i have a samsung a10e and one day my spotify app stop working it keeps saying that something went wrong try again i tryed everything even signed out and back in the app but nothing, i tryed to clear my data and everything and nothing i love using the app but i can't use it because of this it keeps saying stop working and something went wrong try again even when i try to go on my playlist or try to listen to music it keeps saying it idk if it's a bug but i hope it gets fixed soon.",-1
this app has been acting up lately pausing for long periods during podcasts and won't play via bluetooth in my car. also will play the same ad over and over and i'm unable to skip through it and get back to whatever i was listening to. i've had to uninstall and re install numerous times the past few weeks. please fix!,-1
song i would rate this a 4 becuse when i try to play a song it puts a diffrent song on and my settings are default but these song are good so 5,1
"the app logged me out of my account, i've had to update my password and now the app stays on a screen with the logo and won't open at all. i have uninstalled and downloaded again and updated and it won't open.",-1
"it's not bad.. wish they'd move the ""hide this song"" from in between ""liked"" and ""add to playlist"".. because it just makes sense! often hit it by accident.",1
way too many ads,-1
"every thing is perfect but please show the lyrics in language in which the song is and not any other language,",1
i can't open the app anymore since i updated it.,-1
"i used to love this app. i pay for the premium version. with the latest update i can no longer pause, rewind or fast forward.",1
i love spotify except that they keep adding songs to my playlists,1
spotify is the best hands down music app that is on the web i'll never use another app for my music,1
not working its showing only black screen,-1
keeps pausing on playback.,-1
there are some songs that aren't available on spotify that i feel should be there but overall spotify is one of the best out there.,1
we couldn't even download any music for free,-1
"linkable to many services and devices. selections somewhat diverse. convenient w/ offline dl's (paid)ã€šbutã€‹poor shuffle randomizer. wasteful efforts on useless features, ie: strange things mode. i mean really? a feature only experienced on a single page? i mean, who watches the screen while listening? even mtv learned that years ago. but the penultimate reason i can't give above 3 is they don't pay artist's a fair share of the profits. so much so that many musicians boycott spotify.",-1
way better than apple music or amazon music,1
it wouldn't go past the loading screen even after trying to restart my device and uninstalling and reinstalling the app.,-1
the play and pause button are not coming on.,-1
not displaying current song being played. can't use on multiple devices at the same time.,-1
"you guys are driving me cryz, i found great vybz from your app. i also recommend you add offline playlists in case of network barriers and bundle depletions",1
so now this app disappeared from my phone and won't install,-1
"i love it, all my music, when i want it.",1
the ads are too long..,-1
sometimes the playlist dornot opens and then again i have to download it or maybe update again after the given update.,-1
premium is worth it. its trash commercials over and over again if you don't pay for premium.,1
"this app has been terrible the last few months. it stops randomly, you can't stop things playing without force closing the app, and the play bar disappears regularly. when is any of this getting fixed? this is a paid app, not a free one. there's no point any more. i'm taking my business elsewhere.",-1
play/pause bar missing. songs will stop playing by themselves. have uninstalled and reinstalled 3 times in 3 days. fixes the problem for a few hours then the glitches start again,-1
awesome music and video,1
have been paid but can't work,-1
"the only reason i have spotify is for the joe rogan experience and its almost not worth it the app co stantly crashes, changes what im listening to the way it works is trash i have to uninstall and re install this stupid app at least twice a month i ho estly cant believe people pay for this trash",-1
could the app be any more glitchy. also if you could crash a little more than 2 to 3 times a day. that would be great. thanks,1
